NO2(t-4),NO2(t-3),NO2(t-2),NO2(t-1),NO2(t)
0.16862076344021124,0.2962731907767344,0.27412190790661606,0.2519706250364976,0.2315909866673573
0.2962731907767344,0.27412190790661606,0.2519706250364976,0.2315909866673573,0.21121131775630828
0.27412190790661606,0.2519706250364976,0.2315909866673573,0.21121131775630828,0.27862491530728695
0.2519706250364976,0.2315909866673573,0.21121131775630828,0.27862491530728695,0.2157207389578172
0.2315909866673573,0.21121131775630828,0.27862491530728695,0.2157207389578172,0.16423894633346828
0.21121131775630828,0.27862491530728695,0.2157207389578172,0.16423894633346828,0.10464965132135293
0.27862491530728695,0.2157207389578172,0.16423894633346828,0.10464965132135293,0.12170521523860436
0.2157207389578172,0.16423894633346828,0.10464965132135293,0.12170521523860436,0.14049386449703458
0.16423894633346828,0.10464965132135293,0.12170521523860436,0.14049386449703458,0.15928249848451045
0.10464965132135293,0.12170521523860436,0.14049386449703458,0.15928249848451045,0.14350389177218079
0.12170521523860436,0.14049386449703458,0.15928249848451045,0.14350389177218079,0.3450783516018743
0.14049386449703458,0.15928249848451045,0.14350389177218079,0.3450783516018743,0.3218141673896955
0.15928249848451045,0.14350389177218079,0.3450783516018743,0.3218141673896955,0.29855002899037975
0.14350389177218079,0.3450783516018743,0.3218141673896955,0.29855002899037975,0.27528586004915534
0.3450783516018743,0.3218141673896955,0.29855002899037975,0.27528586004915534,0.2509834036489518
0.3218141673896955,0.29855002899037975,0.27528586004915534,0.2509834036489518,0.22264753696609382
0.29855002899037975,0.27528586004915534,0.2509834036489518,0.22264753696609382,0.18538972208573382
0.27528586004915534,0.2509834036489518,0.22264753696609382,0.18538972208573382,0.1481319072053738
0.2509834036489518,0.22264753696609382,0.18538972208573382,0.1481319072053738,0.11087410759596814
0.22264753696609382,0.18538972208573382,0.1481319072053738,0.11087410759596814,0.0861915876832545
0.18538972208573382,0.1481319072053738,0.11087410759596814,0.0861915876832545,0.07463451414053726
0.1481319072053738,0.11087410759596814,0.0861915876832545,0.07463451414053726,0.06194780228976354
0.11087410759596814,0.0861915876832545,0.07463451414053726,0.06194780228976354,0.08708493851425095
0.0861915876832545,0.07463451414053726,0.06194780228976354,0.08708493851425095,0.1047600755924458
0.07463451414053726,0.06194780228976354,0.08708493851425095,0.1047600755924458,0.1224352126706407
0.06194780228976354,0.08708493851425095,0.1047600755924458,0.1224352126706407,0.09217535844594951
0.08708493851425095,0.1047600755924458,0.1224352126706407,0.09217535844594951,0.09495364898843975
0.1047600755924458,0.1224352126706407,0.09217535844594951,0.09495364898843975,0.09321752472734016
0.1224352126706407,0.09217535844594951,0.09495364898843975,0.09321752472734016,0.09148135465337745
0.09217535844594951,0.09495364898843975,0.09321752472734016,0.09148135465337745,0.08821202657292662
0.09495364898843975,0.09321752472734016,0.09148135465337745,0.08821202657292662,0.0849426984924758
0.09321752472734016,0.09148135465337745,0.08821202657292662,0.0849426984924758,0.08167337041202502
0.09148135465337745,0.08821202657292662,0.0849426984924758,0.08167337041202502,0.07840405760252858
0.08821202657292662,0.0849426984924758,0.08167337041202502,0.07840405760252858,0.11031386209277552
0.0849426984924758,0.08167337041202502,0.07840405760252858,0.11031386209277552,0.1093068953612216
0.08167337041202502,0.07840405760252858,0.11031386209277552,0.1093068953612216,0.13830515496109322
0.07840405760252858,0.11031386209277552,0.1093068953612216,0.13830515496109322,0.13144353338609346
0.11031386209277552,0.1093068953612216,0.13830515496109322,0.13144353338609346,0.1519380246030956
0.1093068953612216,0.13830515496109322,0.13144353338609346,0.1519380246030956,0.2617011244553461
0.13830515496109322,0.13144353338609346,0.1519380246030956,0.2617011244553461,0.30187179752815774
0.13144353338609346,0.1519380246030956,0.2617011244553461,0.30187179752815774,0.26776332683971626
0.1519380246030956,0.2617011244553461,0.30187179752815774,0.26776332683971626,0.19080164141991043
0.2617011244553461,0.30187179752815774,0.26776332683971626,0.19080164141991043,0.11029816355167701
0.30187179752815774,0.26776332683971626,0.19080164141991043,0.11029816355167701,0.11352268665198864
0.26776332683971626,0.19080164141991043,0.11029816355167701,0.11352268665198864,0.10687559144406297
0.19080164141991043,0.11029816355167701,0.11352268665198864,0.10687559144406297,0.11540877168506061
0.11029816355167701,0.11352268665198864,0.10687559144406297,0.11540877168506061,0.06883439187516813
0.11352268665198864,0.10687559144406297,0.11540877168506061,0.06883439187516813,0.0966190534598241
0.10687559144406297,0.11540877168506061,0.06883439187516813,0.0966190534598241,0.049424810340855
0.11540877168506061,0.06883439187516813,0.0966190534598241,0.049424810340855,0.06891732842838422
0.06883439187516813,0.0966190534598241,0.049424810340855,0.06891732842838422,0.07576106771580973
0.0966190534598241,0.049424810340855,0.06891732842838422,0.07576106771580973,0.07202227995593169
0.049424810340855,0.06891732842838422,0.07576106771580973,0.07202227995593169,0.0794035873793014
0.06891732842838422,0.07576106771580973,0.07202227995593169,0.0794035873793014,0.0665357772805826
0.07576106771580973,0.07202227995593169,0.0794035873793014,0.0665357772805826,0.07528751542060971
0.07202227995593169,0.0794035873793014,0.0665357772805826,0.07528751542060971,0.08711175431013521
0.0794035873793014,0.0665357772805826,0.07528751542060971,0.08711175431013521,0.0924512740496152
0.0665357772805826,0.07528751542060971,0.08711175431013521,0.0924512740496152,0.12484924513840004
0.07528751542060971,0.08711175431013521,0.0924512740496152,0.12484924513840004,0.14463540840762548
0.08711175431013521,0.0924512740496152,0.12484924513840004,0.14463540840762548,0.11314254678470662
0.0924512740496152,0.12484924513840004,0.14463540840762548,0.11314254678470662,0.13531030701459681
0.12484924513840004,0.14463540840762548,0.11314254678470662,0.13531030701459681,0.13085589179075027
0.14463540840762548,0.11314254678470662,0.13531030701459681,0.13085589179075027,0.13462974166187566
0.11314254678470662,0.13531030701459681,0.13085589179075027,0.13462974166187566,0.11153827194368945
0.13531030701459681,0.13085589179075027,0.13462974166187566,0.11153827194368945,0.0678943577366442
0.13085589179075027,0.13462974166187566,0.11153827194368945,0.0678943577366442,0.07876480335775302
0.13462974166187566,0.11153827194368945,0.0678943577366442,0.07876480335775302,0.13427921217512875
0.11153827194368945,0.0678943577366442,0.07876480335775302,0.13427921217512875,0.07184504525944371
0.0678943577366442,0.07876480335775302,0.13427921217512875,0.07184504525944371,0.14054839707511133
0.07876480335775302,0.13427921217512875,0.07184504525944371,0.14054839707511133,0.17776299515458724
0.13427921217512875,0.07184504525944371,0.14054839707511133,0.17776299515458724,0.21497756269215437
0.07184504525944371,0.14054839707511133,0.17776299515458724,0.21497756269215437,0.22268301139310928
0.14054839707511133,0.17776299515458724,0.21497756269215437,0.22268301139310928,0.24324970368240126
0.17776299515458724,0.21497756269215437,0.22268301139310928,0.24324970368240126,0.11223161908522342
0.21497756269215437,0.22268301139310928,0.24324970368240126,0.11223161908522342,0.20033714602233174
0.22268301139310928,0.24324970368240126,0.11223161908522342,0.20033714602233174,0.07662011998327767
0.24324970368240126,0.11223161908522342,0.20033714602233174,0.07662011998327767,0.07891074786872451
0.11223161908522342,0.20033714602233174,0.07662011998327767,0.07891074786872451,0.11409612625976209
0.20033714602233174,0.07662011998327767,0.07891074786872451,0.11409612625976209,0.06446534128628348
0.07662011998327767,0.07891074786872451,0.11409612625976209,0.06446534128628348,0.08568737131166745
0.07891074786872451,0.11409612625976209,0.06446534128628348,0.08568737131166745,0.15393746593050076
0.11409612625976209,0.06446534128628348,0.08568737131166745,0.15393746593050076,0.12018125034665064
0.06446534128628348,0.08568737131166745,0.15393746593050076,0.12018125034665064,0.08637625933452356
0.08568737131166745,0.15393746593050076,0.12018125034665064,0.08637625933452356,0.05257122250953333
0.15393746593050076,0.12018125034665064,0.08637625933452356,0.05257122250953333,0.056057611935484725
0.12018125034665064,0.08637625933452356,0.05257122250953333,0.056057611935484725,0.059544016632390506
0.08637625933452356,0.05257122250953333,0.056057611935484725,0.059544016632390506,0.14368978509979993
0.05257122250953333,0.056057611935484725,0.059544016632390506,0.14368978509979993,0.1736079211784192
0.056057611935484725,0.059544016632390506,0.14368978509979993,0.1736079211784192,0.17163247052033884
0.059544016632390506,0.14368978509979993,0.1736079211784192,0.17163247052033884,0.08402882349879795
0.14368978509979993,0.1736079211784192,0.17163247052033884,0.08402882349879795,0.1179123072164178
0.1736079211784192,0.17163247052033884,0.08402882349879795,0.1179123072164178,0.12813472988858068
0.17163247052033884,0.08402882349879795,0.1179123072164178,0.12813472988858068,0.13835715256074357
0.08402882349879795,0.1179123072164178,0.12813472988858068,0.13835715256074357,0.11529283459943798
0.1179123072164178,0.12813472988858068,0.13835715256074357,0.11529283459943798,0.0613331005632661
0.12813472988858068,0.13835715256074357,0.11529283459943798,0.0613331005632661,0.06526544766986003
0.13835715256074357,0.11529283459943798,0.0613331005632661,0.06526544766986003,0.10488415209675092
0.11529283459943798,0.0613331005632661,0.06526544766986003,0.10488415209675092,0.25675837465246354
0.0613331005632661,0.06526544766986003,0.10488415209675092,0.25675837465246354,0.29939707828770823
0.06526544766986003,0.10488415209675092,0.25675837465246354,0.29939707828770823,0.2518478160214057
0.10488415209675092,0.25675837465246354,0.29939707828770823,0.2518478160214057,0.20429861483892073
0.25675837465246354,0.29939707828770823,0.2518478160214057,0.20429861483892073,0.15674935257261827
0.29939707828770823,0.2518478160214057,0.20429861483892073,0.15674935257261827,0.10920012084822453
0.2518478160214057,0.20429861483892073,0.15674935257261827,0.10920012084822453,0.10323977572954232
0.20429861483892073,0.15674935257261827,0.10920012084822453,0.10323977572954232,0.0712673603263537
0.15674935257261827,0.10920012084822453,0.10323977572954232,0.0712673603263537,0.08379765179145396
0.10920012084822453,0.10323977572954232,0.0712673603263537,0.08379765179145396,0.19277102950910355
0.10323977572954232,0.0712673603263537,0.08379765179145396,0.19277102950910355,0.13710323922597514
0.0712673603263537,0.08379765179145396,0.19277102950910355,0.13710323922597514,0.1109852801438255
0.08379765179145396,0.19277102950910355,0.13710323922597514,0.1109852801438255,0.12626420595801782
0.19277102950910355,0.13710323922597514,0.1109852801438255,0.12626420595801782,0.23898035715463758
0.13710323922597514,0.1109852801438255,0.12626420595801782,0.23898035715463758,0.2267930513248225
0.1109852801438255,0.12626420595801782,0.23898035715463758,0.2267930513248225,0.26509178026831426
0.12626420595801782,0.23898035715463758,0.2267930513248225,0.26509178026831426,0.18791220887147156
0.23898035715463758,0.2267930513248225,0.26509178026831426,0.18791220887147156,0.0663391790139459
0.2267930513248225,0.26509178026831426,0.18791220887147156,0.0663391790139459,0.026931213757443978
0.26509178026831426,0.18791220887147156,0.0663391790139459,0.026931213757443978,0.17401107437394583
0.18791220887147156,0.0663391790139459,0.026931213757443978,0.17401107437394583,0.13418783078414273
0.0663391790139459,0.026931213757443978,0.17401107437394583,0.13418783078414273,0.16143350403409742
0.026931213757443978,0.17401107437394583,0.13418783078414273,0.16143350403409742,0.1680562420697934
0.17401107437394583,0.13418783078414273,0.16143350403409742,0.1680562420697934,0.18269423065787024
0.13418783078414273,0.16143350403409742,0.1680562420697934,0.18269423065787024,0.2755659751652745
0.16143350403409742,0.1680562420697934,0.18269423065787024,0.2755659751652745,0.288054729634472
0.1680562420697934,0.18269423065787024,0.2755659751652745,0.288054729634472,0.10680768150995287
0.18269423065787024,0.2755659751652745,0.288054729634472,0.10680768150995287,0.0829774030190554
0.2755659751652745,0.288054729634472,0.10680768150995287,0.0829774030190554,0.12732268161868207
0.288054729634472,0.10680768150995287,0.0829774030190554,0.12732268161868207,0.1592946694351481
0.10680768150995287,0.0829774030190554,0.12732268161868207,0.1592946694351481,0.18068116763916173
0.0829774030190554,0.12732268161868207,0.1592946694351481,0.18068116763916173,0.133135264982822
0.12732268161868207,0.1592946694351481,0.18068116763916173,0.133135264982822,0.08374721182915004
0.1592946694351481,0.18068116763916173,0.133135264982822,0.08374721182915004,0.09388159744933525
0.18068116763916173,0.133135264982822,0.08374721182915004,0.09388159744933525,0.07366497651815887
0.133135264982822,0.08374721182915004,0.09388159744933525,0.07366497651815887,0.15240333058293262
0.08374721182915004,0.09388159744933525,0.07366497651815887,0.15240333058293262,0.20807296865154049
0.09388159744933525,0.07366497651815887,0.15240333058293262,0.20807296865154049,0.17504875099474995
0.07366497651815887,0.15240333058293262,0.20807296865154049,0.17504875099474995,0.2713211079773755
0.15240333058293262,0.20807296865154049,0.17504875099474995,0.2713211079773755,0.1815847500095901
0.20807296865154049,0.17504875099474995,0.2713211079773755,0.1815847500095901,0.11756640482884681
